image_names,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
opencountry_land351.jpg,0.05644226,0.080337524,0.09172058,0.23612976,0.23251343,0.17971802,0.07896423,0.044174194,0.017288208,0.10978699,0.0977478,0.25164795,0.333786,0.092422485,0.06288147,0.034439087,0.5456543,0.07987976,0.01651001,0.015899658,0.1632843,0.09814453,0.07702637,0.0036010742
opencountry_land526.jpg,0.19900513,0.123916626,0.184906,0.20280457,0.1481781,0.10887146,0.027175903,0.005142212,0.114868164,0.07577515,0.12310791,0.18786621,0.19192505,0.19569397,0.10913086,0.0016326904,0.10774231,0.097717285,0.12106323,0.11323547,0.10241699,0.161026,0.28224182,0.014556885
opencountry_land42.jpg,0.37712097,0.12399292,0.08920288,0.06602478,0.07008362,0.069747925,0.034317017,0.16950989,0.2828064,0.17533875,0.08581543,0.08000183,0.06945801,0.08042908,0.05204773,0.17410278,0.48205566,0.097229004,0.06036377,0.057876587,0.06266785,0.06829834,0.07759094,0.09391785
opencountry_land297.jpg,0.007095337,0.03199768,0.08036804,0.30303955,0.24078369,0.115722656,0.09185791,0.12913513,0.000869751,0.022567749,0.03741455,0.09915161,0.37127686,0.28001404,0.12333679,0.06536865,0.4834442,0.09039307,0.03565979,0.011703491,0.124191284,0.2541809,0.0004119873,1.5258789e-05
opencountry_fie37.jpg,0.064941406,0.14782715,0.28842163,0.20768738,0.26296997,0.024597168,0.002532959,0.0010223389,0.021026611,0.108169556,0.18577576,0.37077332,0.23504639,0.07608032,0.0023345947,0.00079345703,0.27941895,0.12568665,0.18133545,0.006378174,0.066101074,0.28874207,0.05218506,0.00015258789
opencountry_fie26.jpg,0.06651306,0.13500977,0.23358154,0.23675537,0.23789978,0.06364441,0.023254395,0.0033416748,0.055862427,0.10769653,0.23258972,0.24093628,0.14762878,0.20722961,0.0071411133,0.00091552734,0.34124756,0.3310547,0.1174469,0.024108887,0.0038604736,0.06262207,0.119644165,1.5258789e-05
opencountry_cdmc354.jpg,0.027908325,0.08169556,0.2710266,0.17173767,0.15446472,0.17579651,0.11528015,0.002090454,0.028030396,0.046875,0.104644775,0.37057495,0.17002869,0.21984863,0.05859375,0.0014038086,0.08177185,0.13061523,0.18208313,0.3039856,0.22859192,0.0617218,0.010910034,0.00032043457
opencountry_land588.jpg,0.00390625,0.00819397,0.14587402,0.4868164,0.34033203,0.014877319,0.0,0.0,0.00390625,0.013000488,0.18482971,0.23968506,0.15574646,0.18743896,0.21539307,0.0,0.0038146973,0.00015258789,0.23440552,0.21357727,0.14173889,0.0049743652,0.047027588,0.35430908
opencountry_land520.jpg,0.009002686,0.15715027,0.28845215,0.19943237,0.1809845,0.1244812,0.037704468,0.0027923584,0.009963989,0.09136963,0.23884583,0.18928528,0.27268982,0.17230225,0.023895264,0.0016479492,0.0874939,0.1313324,0.23547363,0.17298889,0.11647034,0.020233154,0.23498535,0.0010223389
opencountry_fie24.jpg,0.06977844,0.09906006,0.36932373,0.19873047,0.18293762,0.059127808,0.013031006,0.008010864,0.014007568,0.09472656,0.36462402,0.25587463,0.0710907,0.01828003,0.037017822,0.14437866,0.005126953,0.0977478,0.21911621,0.4043579,0.08390808,0.010635376,0.003692627,0.17541504
opencountry_art582.jpg,0.13008118,0.22366333,0.18527222,0.15585327,0.13012695,0.06071472,0.034744263,0.07954407,0.07017517,0.16853333,0.2402649,0.14701843,0.11734009,0.12277222,0.050445557,0.08345032,0.17581177,0.24882507,0.1558075,0.10279846,0.049606323,0.1010437,0.0818634,0.084243774
opencountry_land406.jpg,0.0015411377,0.12875366,0.29730225,0.23153687,0.14459229,0.18406677,0.012039185,0.00016784668,0.0,0.010467529,0.03567505,0.30392456,0.31575012,0.25872803,0.074401855,0.0010528564,0.0,0.0036315918,0.04676819,0.017105103,0.076416016,0.58374023,0.27140808,0.00093078613
opencountry_fie33.jpg,0.12693787,0.15379333,0.04335022,0.026535034,0.25538635,0.2890625,0.09649658,0.00843811,0.011566162,0.075424194,0.21115112,0.033950806,0.04373169,0.38952637,0.16090393,0.07374573,0.026107788,0.13093567,0.2019043,0.40808105,0.14956665,0.0099487305,0.0027618408,0.07069397
